observation_uuid,start_lat,start_lon,start_code_postal,end_lat,end_lon,end_code_postal,rain,heat,day_of_week,hour,minute,fee
efc6e435-9105-877b-c7a9-fa46791d4b0c,48.8947,2.3172,75017,48.8866,2.3503,75018,1,8,Wednesday,12,34,2.09
265cad5a-8e3f-4eae-19b5-024ceee2a362,48.8628,2.2803,75016,48.8843,2.2993,75017,2,4,Thursday,13,22,2.09
2ed3dea2-f3f9-fd86-711f-02ace9052731,48.8641,2.3536,75003,48.8776,2.3644,75010,1,1,Wednesday,14,4,1.49
d6624fea-e34f-2c2f-ad42-d8eb9279a4fd,48.8632,2.3341,75001,48.8491,2.2845,75015,1,6,Saturday,13,55,2.59
2ea60b99-fa7f-f8bf-b044-284a47acf2f6,48.8687,2.3496,75002,48.839,2.3209,75014,6,8,Tuesday,12,5,2.69
edf50d02-9a44-df10-6074-662f5c6f76ca,48.8345,2.3967,75012,48.8436,2.3878,75012,6,8,Thursday,12,43,0.89
37eb9bfb-4ec7-2b01-b6cf-a3f8fc72dd60,48.8702,2.3813,75020,48.845,2.3757,75012,9,5,Tuesday,14,41,2.59
cced6bff-b92f-5f3d-8663-4e4ab59eeb71,48.8707,2.3772,75011,48.8648,2.3737,75011,8,8,Monday,13,27,0.79
f75a7e6f-2b86-3694-541d-1a814815642c,48.822,2.363,75013,48.8348,2.3735,75013,2,9,Tuesday,13,53,1.29
243bc7eb-95a5-8f6f-504e-99a0dc07f7ba,48.8797,2.3333,75009,48.8614,2.2931,75016,8,2,Friday,14,10,3.39
7c909c40-e3ff-b4bc-a2fa-5a36e224d6fc,48.8715,2.3262,75008,48.8458,2.2999,75015,2,6,Sunday,14,58,1.79
85c4b44f-f93b-5dbf-c3ae-a2d1ba2bdab5,48.8517,2.347,75005,48.8689,2.3909,75020,4,8,Saturday,13,21,2.79
29db292a-4bf6-37b4-9430-715803cd6178,48.8604,2.3856,75011,48.881,2.3741,75019,8,7,Wednesday,14,53,2.59
427585d8-e537-9893-860f-be0cb6870e20,48.8623,2.3801,75011,48.8801,2.3505,75010,7,6,Tuesday,13,33,1.59
756aa13d-13f1-484a-a55d-c720e5540022,48.8338,2.3256,75014,48.8383,2.347,75005,1,9,Sunday,12,10,1.49
5dcfaefc-e1ea-c6fa-c738-2fd946b82037,48.8739,2.3707,75010,48.8858,2.3725,75019,2,3,Thursday,14,14,0.99
7d515f5e-9855-226a-6ec6-b631b9c48dc8,48.8442,2.3171,75015,48.8422,2.3307,75006,8,4,Tuesday,12,37,1.29
b69da0da-c0f4-c7a4-7db4-aa2cf9a31bd2,48.8286,2.3627,75013,48.8603,2.3561,75004,2,9,Tuesday,12,47,2.49
60032713-ea8f-d23d-0dbc-321b90a00ee1,48.8559,2.4022,75020,48.8579,2.3708,75011,2,4,Friday,12,2,1.59
4e2e2c6e-08e7-a744-a7f3-c30f26e5e2da,48.8547,2.3838,75011,48.8345,2.3676,75013,2,5,Thursday,12,57,1.89
c62580f6-b224-f96d-9378-de033c44a4a5,48.8276,2.3544,75013,48.8328,2.3163,75014,7,1,Thursday,14,8,2.49
5100f186-d25a-b049-30e9-be17b4134208,48.8519,2.3865,75011,48.8511,2.3703,75012,1,6,Sunday,12,29,1.19
918b55fd-e896-8a9f-2884-eee7eec6c987,48.8655,2.3519,75002,48.8517,2.347,75005,4,8,Monday,13,37,1.49
53c1a1eb-74d0-3697-5a4c-1ba8f62c38ed,48.894,2.3771,75019,48.8686,2.3915,75020,2,1,Monday,12,46,2.79
048a07c4-2e08-2509-25d2-73d0f1e0d225,48.89,2.3644,75018,48.8891,2.3447,75018,3,5,Saturday,14,43,1.59
76d142d0-5c66-a9bb-6257-4c5a903374bf,48.8315,2.3033,75015,48.8542,2.3071,75007,8,0,Friday,13,29,1.39
4d829f38-5008-05e8-e7f9-0dce0dba8094,48.8782,2.3825,75019,48.8809,2.3299,75009,2,2,Saturday,12,45,2.59
6d12f9cc-4ea4-f2ad-a888-85361a694238,48.8814,2.3484,75009,48.8477,2.3772,75012,0,0,Wednesday,12,53,3.29
2aca8ff8-63fd-edb4-431c-327f6e15039a,48.8878,2.3338,75018,48.8855,2.376,75019,4,8,Sunday,12,30,1.09
c743aedb-b9a3-e7d2-c8dc-9079c6305724,48.8442,2.3304,75006,48.8437,2.328,75006,9,1,Tuesday,14,56,0.69
86d26605-33d6-9c61-68f8-a67abdf76a13,48.8261,2.3334,75014,48.8573,2.3082,75007,8,0,Saturday,14,14,2.79
36f185c0-9e7e-9fa3-cafe-4d5f0f82e007,48.8623,2.4035,75020,48.8526,2.3862,75011,0,0,Friday,14,9,1.49
22d80170-1e6c-bd83-a2f6-2516dc88b09c,48.8789,2.3484,75009,48.8736,2.3857,75020,4,1,Tuesday,14,52,1.89
37c9f06d-fdc7-cb19-46f2-38d863a081a2,48.8383,2.347,75005,48.8358,2.2991,75015,1,1,Wednesday,14,4,2.79
a6c754b3-9909-2b7c-04a5-832c969e3005,48.8336,2.3532,75013,48.8282,2.3116,75014,7,6,Friday,14,33,2.69
4962073b-a0f9-986a-b236-3b7ea221c908,48.8608,2.3786,75011,48.8545,2.3877,75011,1,6,Saturday,13,27,1.29
760eff62-298a-7d8a-3efc-91f057f599d1,48.8742,2.2798,75016,48.844,2.2529,75016,5,8,Sunday,13,32,2.59
f54c01fd-7a0b-db39-bde6-3c4fdf333f14,48.8286,2.3627,75013,48.8389,2.3578,75005,3,7,Wednesday,12,30,1.19
3db11d61-b720-faba-cc5d-5cd8265244e8,48.8448,2.2708,75016,48.843,2.2566,75016,7,0,Thursday,13,53,1.49
0ce19926-aaad-4b0d-255c-cf51f3e77c60,48.8252,2.3282,75014,48.8267,2.3764,75013,4,1,Thursday,13,47,2.49
c25f232d-8395-faf9-a3f3-c2c1dd15b3f2,48.8809,2.3921,75019,48.8741,2.3822,75019,3,0,Thursday,12,54,0.99
36a5be06-eb52-ee01-e25e-651269fcbef0,48.8277,2.3312,75014,48.8416,2.3433,75005,6,1,Wednesday,14,38,1.89
7636efd9-8376-ffa8-76fe-579f6382f3b5,48.8606,2.3561,75003,48.8318,2.3604,75013,1,8,Wednesday,13,41,2.59
fa9f941a-41a0-64be-db0d-ff111a6c3c25,48.8677,2.3965,75020,48.852,2.349,75005,6,2,Thursday,12,46,2.29
52b1791a-4538-abaa-6028-562ff6e405cd,48.8715,2.3707,75010,48.8873,2.344,75018,9,4,Thursday,13,40,2.19
c6150907-d3f4-9a2e-f5ad-03adae971471,48.8577,2.2847,75016,48.8455,2.2947,75015,5,4,Sunday,13,6,1.59
95a37efe-1cc7-e2b6-c99d-5f9ec634effd,48.8338,2.3256,75014,48.8279,2.3169,75014,3,9,Friday,12,53,1.29
cdb3c99f-5cda-abc5-1dbc-c13a03cd67d9,48.8483,2.3809,75012,48.8494,2.3517,75005,8,1,Thursday,13,7,2.29
2d716023-97ec-1a40-76ad-98ba10fb5581,48.8556,2.3056,75007,48.8471,2.3682,75012,9,1,Friday,14,10,3.39
ebde3e11-0ec5-c62d-2402-0912b4f6783a,48.8623,2.3801,75011,48.8646,2.3455,75001,7,2,Thursday,13,3,1.39
2b44d7a2-54e1-b6c1-5849-57f20f1f41f3,48.8799,2.3041,75017,48.8662,2.2887,75016,3,7,Wednesday,12,20,1.39
120961ea-0913-5087-15d3-8ca9986cc8d5,48.8328,2.4473,75012,48.843,2.4019,75012,0,5,Friday,12,33,2.09
feb46b24-4a2e-dd41-eddb-0263c6a2894d,48.8596,2.3684,75011,48.8884,2.3562,75018,5,4,Thursday,14,2,2.49
a0647f1b-5a1e-e0f6-b973-e941404a2d86,48.8743,2.2894,75016,48.8766,2.2832,75016,6,5,Saturday,12,25,0.59
cf8c01c4-f23c-7052-e2d7-b0c254be66c7,48.8622,2.2803,75016,48.8852,2.3017,75017,7,7,Saturday,14,35,1.69
343b4fb0-912d-791d-3288-a67e030c98e8,48.8828,2.3892,75019,48.8812,2.3407,75009,9,4,Monday,13,10,2.09
f3be0a6c-15ec-b910-8e38-34376a1c7817,48.8576,2.3049,75007,48.8705,2.2958,75016,6,6,Friday,13,54,2.09
c9722ddf-4eb8-ea9c-2a81-b7c8bdc51062,48.8761,2.3061,75008,48.8822,2.3459,75009,4,9,Friday,12,10,2.09
88a0edce-4384-860c-e413-961f68c6dd5e,48.8873,2.3224,75017,48.8681,2.3499,75002,2,9,Friday,13,8,1.59
be216476-0e05-f6b9-8bdd-4b9dfc2cd5c7,48.8773,2.3197,75008,48.8676,2.3448,75002,8,1,Friday,14,51,1.29
f9fb4010-dec7-72b7-bb22-fa316bc9e970,48.841,2.388,75012,48.8552,2.3995,75020,7,2,Saturday,12,49,1.89
a4508eb5-8731-56b8-b097-75019c689b36,48.869,2.3828,75020,48.8723,2.3964,75020,2,5,Thursday,12,17,0.79
3008a519-ad83-0951-63ea-a00577f63854,48.8242,2.3247,75014,48.8426,2.3064,75015,1,5,Monday,14,56,2.69
56dcae4e-89ec-5252-5f22-6e20db51b281,48.8403,2.348,75005,48.8506,2.3784,75012,6,1,Thursday,12,13,1.49
5ea67c39-4c08-c6ba-1cb4-2e4a91cf06ba,48.8339,2.3642,75013,48.8603,2.3561,75004,2,2,Sunday,12,23,1.49
23f4fe14-fc8b-a273-caa7-b1c81a71a203,48.8372,2.3574,75013,48.856,2.4028,75020,3,5,Tuesday,14,17,2.79
c55f2b17-a0c9-293a-6c90-8b5dc30fe1c3,48.8742,2.2798,75016,48.8392,2.277,75015,7,7,Saturday,14,5,2.69
832d5e70-777c-d128-9f51-9184e79d4d5f,48.8558,2.3753,75011,48.8689,2.3739,75011,0,4,Thursday,13,5,0.89
19365f61-f484-878d-5bc9-e8895567a84c,48.884,2.3837,75019,48.8852,2.3647,75018,2,2,Friday,12,56,1.89
f3e50e26-2e07-9578-0e4b-b53cf3dacf72,48.8458,2.2999,75015,48.8282,2.3501,75013,9,3,Thursday,13,16,2.89
a428da2e-d890-0991-b366-dcbcabbfb882,48.8352,2.3505,75013,48.8475,2.3469,75005,0,6,Wednesday,14,28,1.19
a3c9c8d7-6ceb-1865-2fc3-39b95e366dc5,48.8648,2.3472,75002,48.8896,2.3242,75017,2,1,Wednesday,12,23,1.29
f116ffa5-33ad-f6e2-7362-43ad72fd518f,48.8878,2.3338,75018,48.8912,2.3298,75018,0,6,Monday,14,39,0.59
4af372be-364a-c7f4-3c6c-0da87f42542c,48.8282,2.3707,75013,48.8645,2.3525,75003,9,6,Sunday,14,47,3.39
cc583f50-d8d0-2c0d-bb4e-01c54980588c,48.8918,2.3243,75017,48.8699,2.3581,75010,6,2,Sunday,12,3,1.69
7ad8ae0b-5048-b85a-c544-b042c9e63583,48.8976,2.3564,75018,48.8769,2.3632,75010,1,0,Tuesday,14,47,1.49
32b2c492-15ac-e7a1-ceca-2ee310da8a95,48.8417,2.4085,75012,48.8521,2.39,75011,7,2,Sunday,14,11,1.39
148b2758-d7ab-7928-09e4-69e6ec62b2c8,48.8722,2.3979,75020,48.8863,2.3771,75019,3,5,Thursday,12,53,2.49
dfec4091-3d93-8a51-190b-e786fe27a780,48.8503,2.2686,75016,48.8771,2.292,75017,7,3,Saturday,14,22,2.29
45baf444-bb7e-21bf-db2f-fda39f013834,48.866,2.3358,75001,48.8523,2.2914,75015,9,5,Friday,14,39,3.09
a4bd1afa-b2ef-2d5c-61b1-3f252c650537,48.8452,2.4064,75012,48.8551,2.3873,75011,3,2,Thursday,14,55,1.89
aa3042f9-405e-342d-fbe3-0bf988f1559e,48.8537,2.3814,75011,48.86,2.368,75011,7,4,Saturday,12,46,0.89
e7c52dc0-1327-278c-eda1-2915fd209f32,48.8442,2.3863,75012,48.8583,2.4006,75020,0,4,Friday,12,7,1.39
5aa93b27-d0a7-b26f-d7b4-a55a6025de1c,48.8442,2.3304,75006,48.8352,2.3757,75013,3,1,Monday,13,33,2.19
79140a61-ee65-afeb-1b67-4518b0bf7f14,48.8284,2.3225,75014,48.8339,2.3067,75015,7,5,Monday,12,26,0.99
43f2636e-7205-0a31-4e2c-f6881adf1bdb,48.8585,2.41,75020,48.8722,2.3979,75020,7,4,Saturday,12,46,1.69
5a019401-53f2-3d68-7164-775dfddadf24,48.8813,2.3799,75019,48.865,2.3936,75020,8,9,Tuesday,14,47,2.29
2f595bc0-dad1-6c2b-9656-1c9429efcdfc,48.8855,2.3558,75018,48.8639,2.3564,75003,7,5,Sunday,14,43,2.39
8d109ac4-a87c-35ff-9ca4-1b580e01f001,48.8557,2.306,75007,48.833,2.2968,75015,1,1,Friday,14,28,1.79
258878d3-a0a1-fdd7-d610-f70074a4edef,48.8751,2.302,75008,48.8685,2.2873,75016,5,4,Tuesday,12,23,0.99
3fc9f149-c05f-9874-0f5a-3f57c637c71a,48.8526,2.4118,75020,48.836,2.3759,75013,3,9,Saturday,14,34,1.79
cb562026-a4d6-9d94-5097-be87168d8bf9,48.865,2.2834,75016,48.8609,2.2765,75016,7,7,Sunday,12,1,0.79
f2aa3b37-ad13-7d8b-ce95-4fc7c5b3a9fd,48.8528,2.3339,75006,48.866,2.2959,75016,4,6,Wednesday,12,51,1.89
f45da406-bbf9-bb01-27f9-e728c618fc1e,48.8805,2.4081,75019,48.8826,2.3459,75009,3,2,Sunday,13,6,3.39
503a65d5-82ed-c5ab-dfde-522dd429e0c9,48.8442,2.3492,75005,48.8392,2.3819,75012,0,5,Friday,13,34,1.39
c74dd25c-6dbf-859c-037d-975248f3531c,48.8512,2.3478,75005,48.8278,2.3066,75014,4,1,Friday,12,0,2.89
7c6446da-61db-bd36-53ce-aa74bc849a73,48.8502,2.2847,75015,48.8423,2.2753,75015,3,9,Saturday,12,23,0.99
22c87827-4e13-2492-573f-de4efd62c146,48.8299,2.3272,75014,48.8455,2.2947,75015,8,5,Saturday,12,1,1.59
0bded216-0863-3195-e960-a9f6b395bc69,48.8331,2.3706,75013,48.8342,2.3284,75014,0,9,Monday,14,18,1.79
58bc4929-2f8c-0ff9-ec51-48ee964a408e,48.8802,2.3531,75010,48.8733,2.3594,75010,7,8,Sunday,14,47,1.29
923c6b6c-b499-acf3-2f57-fe3835006ba6,48.8517,2.347,75005,48.8346,2.3219,75014,4,5,Wednesday,14,36,2.39
1a8e75a0-d905-7a48-e7f0-398110237a0f,48.8374,2.3362,75014,48.8313,2.3408,75014,7,1,Wednesday,13,58,1.29
36c83bb2-9a4a-c3d9-28e4-f627ab48e297,48.8878,2.3338,75018,48.8808,2.3415,75009,9,7,Friday,14,39,0.79
157245a6-50d2-b98b-3def-65bfa46d6bca,48.8662,2.2887,75016,48.8699,2.2996,75008,8,6,Wednesday,12,28,1.39
d430486a-349e-b14b-c2fa-f63731920482,48.844,2.2529,75016,48.8404,2.2565,75016,0,6,Monday,12,40,0.59
803fd85a-fcad-455e-3ba2-cf1686863e50,48.8661,2.3386,75001,48.8915,2.3239,75017,3,7,Thursday,13,53,2.09
3b2d1fc9-eded-54e3-39e6-f58f7fdf2229,48.8721,2.3119,75008,48.8921,2.327,75017,2,1,Sunday,13,49,2.09
fd162e6f-e93c-ef4b-4d01-cc3600916b3d,48.8655,2.3519,75002,48.8888,2.3418,75018,3,6,Saturday,13,57,1.99
44c8fd00-1a0f-f218-9eb8-83257add8fed,48.8491,2.2637,75016,48.8505,2.3097,75007,9,1,Tuesday,12,31,2.89
34dd7624-c3d9-b3b0-22b5-6be11392a255,48.8718,2.3521,75010,48.8583,2.3894,75011,7,4,Wednesday,14,31,1.99
634ad5b9-fd72-a908-edb8-a483c65233ab,48.8555,2.3742,75011,48.8567,2.3612,75004,4,2,Saturday,14,57,1.59
c9b7146e-a93f-c9ca-962a-f06ac7539d32,48.8467,2.3491,75005,48.8526,2.3862,75011,5,3,Tuesday,12,46,1.59
3e078fa7-17c9-8c2e-151a-3787d03e6d92,48.8879,2.3207,75017,48.8812,2.3407,75009,3,8,Saturday,12,38,1.29
fc788700-9dcc-3e8f-f61e-bff126a6c9d6,48.8476,2.347,75005,48.86,2.368,75011,0,5,Friday,12,39,1.69
357245f9-1732-3565-9dc2-57bde19dad46,48.8807,2.3408,75009,48.8822,2.3173,75017,1,4,Thursday,14,39,2.09
4a8b77da-5cfa-38b1-5836-78eef3ca5f64,48.8484,2.2891,75015,48.8824,2.3081,75017,0,1,Monday,14,51,3.09
7e273807-c8fb-4d3a-8dc1-21762880c285,48.8363,2.3069,75015,48.8269,2.3346,75014,4,9,Thursday,14,3,2.19
827f2b36-7016-88a2-a15b-79b61385375c,48.8282,2.3707,75013,48.846,2.3941,75012,0,9,Thursday,13,47,2.49
2d5b029b-197e-85a0-c696-ebab11b2332e,48.846,2.3697,75012,48.8396,2.3226,75014,1,9,Monday,13,15,2.49
7a3dad4c-bb7b-2188-b83f-e6d7c8ea4e96,48.8413,2.3684,75013,48.8495,2.4057,75020,9,0,Thursday,12,0,3.29
6933d3c0-2df9-deae-0026-9a2c9fd8c2ea,48.86,2.368,75011,48.8345,2.3676,75013,5,7,Saturday,14,45,2.79
7920a9cb-6916-312b-8b35-30de58f5f2d4,48.8617,2.3743,75011,48.8619,2.3492,75001,2,3,Wednesday,14,20,1.59
78a17688-5f82-283e-4d7a-28308950724d,48.8472,2.2956,75015,48.8641,2.3536,75003,9,4,Tuesday,14,57,3.79
8c1a612b-fff9-9f34-f94d-9109593985b5,48.8808,2.3415,75009,48.8773,2.3197,75008,4,7,Saturday,12,12,1.39
d3b564b0-8be0-4c3e-5c94-938160c6b3ed,48.8238,2.3556,75013,48.8345,2.3874,75012,8,0,Thursday,14,28,1.59
84185d2d-1ef4-dec6-3a22-0bdef08275f0,48.866,2.3358,75001,48.8918,2.3188,75017,5,6,Thursday,12,17,1.99
12053b52-97ac-f637-28fa-4de926f975cd,48.8863,2.3365,75018,48.8603,2.3561,75004,2,3,Friday,12,6,1.99
1af7ecb8-3e7b-b18f-8f13-c71b8d6dde2c,48.8679,2.4002,75020,48.8847,2.3826,75019,3,7,Saturday,13,42,1.29
6e3624a1-50fb-1ee4-9346-212ac82e7612,48.8629,2.3575,75003,48.8619,2.3492,75001,9,2,Friday,14,44,1.09
172cb541-eb17-fe9b-f686-79b9a82b6297,48.8821,2.3282,75009,48.8897,2.3529,75018,7,0,Thursday,13,46,1.69
38102725-952a-4ff5-2da4-d7f2a2c1e1d4,48.827,2.3483,75013,48.8283,2.3526,75013,6,7,Monday,13,11,0.69
a4e0ee5b-1638-325c-cd66-65d8edf2a720,48.8491,2.2637,75016,48.841,2.2785,75015,0,4,Monday,14,15,1.89
610097fb-589c-2591-1608-f0df09f49733,48.8771,2.3639,75010,48.8593,2.3468,75001,0,5,Thursday,12,21,1.89
2a1fff41-af1b-7013-1c7b-c6c8d62fee8c,48.8227,2.3467,75013,48.8207,2.3714,75013,6,6,Monday,14,9,1.69
135981c7-b984-dbe3-aef8-2d2e51f83e44,48.8716,2.3906,75020,48.8414,2.3949,75012,8,6,Sunday,14,49,3.09
88653e42-cefe-73ec-e918-4b9f501049e2,48.8638,2.4111,75020,48.8863,2.3804,75019,6,1,Sunday,13,42,2.19
9cae80b8-4669-5f55-055c-64dde47810a6,48.8552,2.4039,75020,48.8466,2.3705,75012,2,7,Wednesday,14,2,1.49
31245fcb-c6e4-44aa-0d06-8f767aefa287,48.8629,2.3575,75003,48.8504,2.3949,75011,9,7,Thursday,12,20,1.79
f281e24c-8384-841d-a56a-4a75eff2091a,48.8645,2.3924,75020,48.8703,2.397,75020,6,0,Tuesday,13,12,1.19
05b827dc-f75f-5cd5-5516-c1a645d3fa2c,48.8911,2.299,75017,48.8832,2.3424,75018,2,7,Monday,12,42,1.39
78020e02-6509-1b6f-2c92-f7725f779a39,48.866,2.3358,75001,48.8749,2.3747,75019,2,5,Thursday,12,17,1.59
cb628a19-a79e-431f-c6ad-ad4a37c6c427,48.8475,2.3469,75005,48.8621,2.3413,75001,7,6,Monday,14,38,1.19
59b5b7a3-86dd-3d81-6278-99ace15605ee,48.8469,2.2456,75016,48.8449,2.3102,75015,2,8,Monday,12,19,3.09
a281becd-3084-486f-5226-8c274056125c,48.8555,2.3742,75011,48.8521,2.39,75011,7,1,Thursday,14,8,1.69
ead6b26a-b660-0ef9-1f4e-7e4c3417ccdf,48.8339,2.3203,75014,48.8358,2.326,75014,2,3,Wednesday,14,20,0.89
8476af98-425d-e95f-c846-bf9040fe6898,48.8562,2.3713,75011,48.8641,2.3966,75020,5,3,Tuesday,12,33,1.79
d67e55fd-642b-fa42-aef9-c00b8a64c1b9,48.866,2.3313,75001,48.8849,2.3545,75018,4,9,Friday,13,59,2.09
7d3c279b-5bce-228b-989b-b03086c47b06,48.8857,2.3472,75018,48.8707,2.3777,75011,2,4,Saturday,13,12,1.39
61533e07-1151-de92-980b-5c39de9f5695,48.8719,2.3976,75020,48.8719,2.3539,75010,9,0,Wednesday,12,20,2.49
6059c8a9-cb02-0672-8fff-6a1ab3e52b15,48.8847,2.3283,75018,48.876,2.2824,75016,6,0,Tuesday,12,29,2.19
d6589634-ba71-af1c-7cca-581ebbc44d83,48.8843,2.2993,75017,48.8488,2.2912,75015,3,7,Wednesday,12,20,2.49
6cf89db3-98b3-f261-c5f8-7eff12d06ce5,48.8719,2.3976,75020,48.8565,2.3568,75004,2,1,Sunday,13,40,2.69
5f3f5638-3870-1a14-b490-b6081dfc8352,48.8294,2.3222,75014,48.8349,2.3481,75013,8,1,Thursday,14,32,1.49
f349f093-4060-1a0d-04da-2f4c11279e77,48.8331,2.3706,75013,48.8228,2.3459,75013,5,6,Thursday,14,17,1.49
98041d60-1991-aa3a-d0b5-e858c68323a9,48.8278,2.3797,75013,48.8643,2.4041,75020,7,6,Monday,14,30,3.09
3b5a4257-6195-ace6-8506-d5ba50fa59aa,48.8603,2.3612,75003,48.8341,2.3462,75013,4,2,Wednesday,13,28,2.99
9aa1ecd6-058f-e8d5-8ad6-cc515f2e1048,48.8698,2.3894,75020,48.8474,2.3863,75012,7,6,Wednesday,13,9,1.59
e07d5b15-0390-206a-df11-6459befa60af,48.8503,2.3668,75004,48.8272,2.3506,75013,4,1,Thursday,12,13,1.99
1d010478-c110-412c-3843-1ed6258694b6,48.8274,2.342,75013,48.8471,2.3682,75012,5,3,Thursday,14,2,2.29
3f33296d-5f7e-494a-01cf-843631cc32bb,48.8717,2.289,75016,48.8388,2.3077,75015,4,7,Saturday,14,31,2.49
d32eda0f-5a78-b2e1-e1c9-929f1e510001,48.8594,2.285,75016,48.8715,2.2985,75008,7,5,Tuesday,14,31,2.09
b86137c3-e5ff-c7d4-14e1-53ca45568d6d,48.8459,2.2575,75016,48.8339,2.3067,75015,9,4,Tuesday,13,12,2.29
b3f0522f-e46c-0ba3-8788-b2ce90bbb07f,48.8879,2.3539,75018,48.8753,2.3415,75009,3,6,Wednesday,12,11,1.39
ff4533fe-bc6f-f6ac-e139-d15d48d8b9ef,48.8408,2.4004,75012,48.8338,2.3516,75013,6,9,Tuesday,12,47,2.29
d4e3fd71-e861-73fd-bca1-248409aaae6d,48.8261,2.3334,75014,48.8203,2.3299,75014,4,4,Wednesday,12,3,0.89
2266a107-a408-001f-7433-97f1ad5b9bb2,48.8559,2.2713,75016,48.8388,2.3077,75015,7,4,Saturday,12,49,1.89
6321fa69-7151-f48f-1115-66e40ed58159,48.8301,2.3045,75015,48.8496,2.3295,75006,0,0,Saturday,13,31,1.69
5000f27b-9b72-32e6-a35b-8ec058375c8a,48.8885,2.3258,75017,48.8927,2.3396,75018,0,8,Sunday,13,22,1.39
1cb66f67-46e7-85ad-1bce-35d8cbe88a3f,48.8833,2.36,75010,48.8674,2.333,75001,1,7,Saturday,14,1,1.79
1fdb217f-d9db-a73c-df24-7a0c2759eac9,48.8594,2.285,75016,48.8429,2.2609,75016,5,8,Monday,13,51,2.79
1397f163-59ec-7ac9-db81-f356e88031d0,48.8576,2.3678,75003,48.8746,2.3809,75019,1,4,Friday,13,39,1.19
9f7a46b8-4500-00a1-1870-0fd547894708,48.8504,2.3009,75015,48.8773,2.3197,75008,2,6,Monday,14,51,2.89
eef72f9e-dfb0-d760-9ace-7bd2aae1d0ee,48.8652,2.3727,75011,48.8831,2.3292,75009,4,1,Thursday,12,13,3.09
a1acdd49-0d4d-daab-7282-4622a4b0c73b,48.8468,2.3001,75015,48.884,2.2914,75017,8,8,Wednesday,14,34,3.09
e9b74954-a41a-5d31-dd5e-b2d16518020a,48.8213,2.3466,75013,48.8461,2.3489,75005,3,4,Sunday,12,18,1.69
b5a99074-38b4-8c97-c427-5f0abf9d32ab,48.8921,2.3408,75018,48.8844,2.3789,75019,5,8,Friday,14,44,1.39
ba3124df-44f1-0516-4859-64e523371a3f,48.8442,2.2877,75015,48.8358,2.326,75014,7,5,Sunday,14,43,1.59
a8fe84bf-0f5e-13c0-452b-ca940505a80b,48.856,2.3042,75007,48.8683,2.3412,75002,3,7,Tuesday,14,46,1.99
ed39abe0-9153-9f8f-5036-18d0737ab5fd,48.8666,2.2933,75016,48.8863,2.3117,75017,4,5,Wednesday,13,22,1.29
6b3c686a-4774-5398-8af5-7b7a8cc97def,48.8802,2.3531,75010,48.8776,2.3762,75019,3,6,Monday,13,35,1.19
6f651019-4f9d-9bbb-e405-823414ab0236,48.8909,2.3584,75018,48.8623,2.3801,75011,9,4,Tuesday,14,57,2.29
50962d28-c556-9194-d3e5-013e0cf5412c,48.8818,2.3736,75019,48.8645,2.3881,75020,3,2,Sunday,12,47,1.29
2bdccad0-3027-bdbd-981f-25ed0c7c9761,48.8383,2.3573,75013,48.8331,2.3183,75014,7,6,Saturday,14,17,2.49
b5b46896-6432-7fe8-decc-ac5b968d4f41,48.8676,2.3353,75002,48.848,2.2968,75015,9,0,Saturday,14,17,2.29
4eaeddcc-51c2-44e7-6da2-ca98e73b9250,48.8511,2.3703,75012,48.8692,2.3324,75002,9,2,Tuesday,13,29,3.49
cdc86a96-f86f-6f66-3276-fd7caf5c7404,48.8607,2.3029,75007,48.8501,2.3101,75007,9,8,Sunday,14,55,1.69
bd9a324e-932b-99a5-4a78-9a0e855f27d4,48.8383,2.3573,75013,48.8426,2.3031,75015,9,0,Thursday,12,59,2.49
bf15c3ad-9f97-d5bd-2809-15badf99baf1,48.8812,2.3648,75010,48.8822,2.3173,75017,3,6,Wednesday,13,48,2.29
5a2b3c73-604e-263e-574b-411a66cfd52f,48.8715,2.3707,75010,48.8644,2.3332,75001,3,1,Saturday,13,10,2.29
274ae2b3-20c1-885b-f819-468f30cecf39,48.8489,2.2913,75015,48.8503,2.2686,75016,1,0,Thursday,13,49,1.19
7900f113-e108-66bb-4210-074a2f81acd8,48.8788,2.3464,75009,48.8632,2.3341,75001,2,5,Thursday,14,13,1.49
a2b4d215-c3c5-707d-fe29-2238fbfbe602,48.8513,2.3493,75005,48.849,2.3035,75015,9,2,Tuesday,14,0,1.89
246b21c4-5efe-fc73-9c41-905ab65642ef,48.8347,2.4003,75012,48.8547,2.3838,75011,9,7,Sunday,13,26,2.39
d872298c-7b72-590b-f8f8-f071d360da69,48.8722,2.3907,75020,48.8585,2.3816,75011,9,5,Saturday,13,17,1.89
bb2c2c42-8f6d-c117-21ea-a1fa663eab2b,48.8773,2.3197,75008,48.8525,2.3379,75006,0,2,Monday,12,32,1.19
9e9ba22d-6c9c-ae6f-8418-1131700c85e8,48.8776,2.3624,75010,48.8678,2.3839,75020,2,4,Tuesday,13,19,1.69
a2251838-35e1-392e-8a74-bec56951743e,48.8899,2.3086,75017,48.875,2.3046,75008,7,7,Thursday,12,5,1.49
b040a3a1-8a90-fbbb-c72d-2b328295ec28,48.8809,2.3299,75009,48.854,2.3382,75006,1,6,Saturday,12,48,1.69
c69d9109-8b24-39d4-b632-8f01197e30de,48.8521,2.3091,75007,48.8545,2.3562,75004,7,4,Saturday,12,52,2.19
